date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:48:24	81422/81422	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:23%20GMT	https://www.top5arabcasinos.com/%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d8%a7%d9%84%d9%85%d8%a8%d8%a7%d8%b4%d8%b1/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d8%a7%d9%84%d9%85%d8%a8%d8%a7%d8%b4%d8%b1/index.html	(from https://www.top5arabcasinos.com/)
12:48:24	13858/13858	---M--	200	added ('OK')	image/jpeg	etag:%227ca36ce-3622-5ae53d193005d%22	https://www.top5arabcasinos.com/wp-content/uploads/2020/09/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d9%84%d8%a8%d9%86%d8%a7%d9%86-300x200.jpg	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/wp-content/uploads/2020/09/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d9%84%d8%a8%d9%86%d8%a7%d9%86-300x200.jpg	(from https://www.top5arabcasinos.com/)
12:48:25	79232/79232	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:23%20GMT	https://www.top5arabcasinos.com/%d8%b1%d9%88%d9%84%d9%8a%d8%aa/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%b1%d9%88%d9%84%d9%8a%d8%aa/index.html	(from https://www.top5arabcasinos.com/)
12:48:25	77941/77941	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:23%20GMT	https://www.top5arabcasinos.com/%d8%a8%d9%84%d8%a7%d9%83-%d8%ac%d8%a7%d9%83/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%a8%d9%84%d8%a7%d9%83-%d8%ac%d8%a7%d9%83/index.html	(from https://www.top5arabcasinos.com/)
12:48:26	98034/98034	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:25%20GMT	https://www.top5arabcasinos.com/%d8%a8%d8%a7%d9%83%d8%a7%d8%b1%d8%a7%d9%87/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%a8%d8%a7%d9%83%d8%a7%d8%b1%d8%a7%d9%87/index.html	(from https://www.top5arabcasinos.com/)
12:48:26	17549/17549	---M--	200	added ('OK')	image/jpeg	etag:%227ca36df-448d-5ab026482867e%22	https://www.top5arabcasinos.com/wp-content/uploads/2020/07/GTA-online-casino-300x200.jpg	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/wp-content/uploads/2020/07/GTA-online-casino-300x200.jpg	(from https://www.top5arabcasinos.com/)
12:48:26	89462/89462	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:25%20GMT	https://www.top5arabcasinos.com/%d9%85%d8%a7%d9%83%d9%8a%d9%86%d8%a7%d8%aa-%d8%a7%d9%84%d9%82%d9%85%d8%a7%d8%b1/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%85%d8%a7%d9%83%d9%8a%d9%86%d8%a7%d8%aa-%d8%a7%d9%84%d9%82%d9%85%d8%a7%d8%b1/index.html	(from https://www.top5arabcasinos.com/)
12:48:28	77322/77322	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:27%20GMT	https://www.top5arabcasinos.com/backgammon/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/backgammon/index.html	(from https://www.top5arabcasinos.com/)
12:48:28	85140/85140	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:27%20GMT	https://www.top5arabcasinos.com/%d8%a8%d9%84%d9%88%d8%aa/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%a8%d9%84%d9%88%d8%aa/index.html	(from https://www.top5arabcasinos.com/)
12:48:28	7483/7483	---M--	200	added ('OK')	image/jpeg	etag:%227ca3650-1d3b-5a9d71e730ca6%22	https://www.top5arabcasinos.com/wp-content/uploads/2020/07/Tor-browser-300x200.jpg	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/wp-content/uploads/2020/07/Tor-browser-300x200.jpg	(from https://www.top5arabcasinos.com/)
12:48:29	71980/71980	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:27%20GMT	https://www.top5arabcasinos.com/poker/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/poker/index.html	(from https://www.top5arabcasinos.com/)
12:48:29	77057/77057	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:27%20GMT	https://www.top5arabcasinos.com/%d8%b7%d8%b1%d9%86%d9%8a%d8%a8/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%b7%d8%b1%d9%86%d9%8a%d8%a8/index.html	(from https://www.top5arabcasinos.com/)
12:48:30	90530/90530	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:29%20GMT	https://www.top5arabcasinos.com/%d8%a8%d9%8a%d8%aa%d9%83%d9%88%d9%8a%d9%86-%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%a8%d9%8a%d8%aa%d9%83%d9%88%d9%8a%d9%86-%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88/index.html	(from https://www.top5arabcasinos.com/)
12:48:30	12224/12224	---M--	200	added ('OK')	image/jpeg	etag:%227ca3829-2fc0-5a8d1f22b2604%22	https://www.top5arabcasinos.com/wp-content/uploads/2020/06/%d9%82%d8%a7%d8%a6%d9%85%d8%a9-%d8%a3%d8%ba%d9%86%d9%89-%d9%84%d8%a7%d8%b9%d8%a8%d9%8a-%d8%a7%d9%84%d8%a8%d9%88%d9%83%d8%b1-%d9%85%d9%86-%d8%a7%d9%84%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d8%a3%d9%88%d8%b3%d8%b7-300x200.jpg	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/wp-content/uploads/2020/06/%d9%82%d8%a7%d8%a6%d9%85%d8%a9-%d8%a3%d8%ba%d9%86%d9%89-%d9%84%d8%a7%d8%b9%d8%a8%d9%8a-%d8%a7%d9%84%d8%a8%d9%88%d9%83%d8%b1-%d9%85%d9%86-%d8%a7%d9%84%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d8%a3%d9%88%d8%b3%d8%b7-300x200.jpg	(from https://www.top5arabcasinos.com/)
12:48:30	82677/82677	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:29%20GMT	https://www.top5arabcasinos.com/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d9%84/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d8%a7%d9%84%d8%ac%d9%88%d8%a7%d9%84/index.html	(from https://www.top5arabcasinos.com/)
12:48:32	76969/76969	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:31%20GMT	https://www.top5arabcasinos.com/%d9%85%d9%83%d8%a7%d9%81%d8%a2%d8%aa-%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%85%d9%83%d8%a7%d9%81%d8%a2%d8%aa-%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88/index.html	(from https://www.top5arabcasinos.com/)
12:48:32	58860/58860	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:31%20GMT	https://www.top5arabcasinos.com/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d8%a7%d9%84%d9%85%d8%a7%d9%84-%d8%a7%d9%84%d8%ad%d9%82%d9%8a%d9%82%d9%8a/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d8%a7%d9%84%d9%85%d8%a7%d9%84-%d8%a7%d9%84%d8%ad%d9%82%d9%8a%d9%82%d9%8a/index.html	(from https://www.top5arabcasinos.com/)
12:48:32	59294/59294	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:31%20GMT	https://www.top5arabcasinos.com/payeer/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/payeer/index.html	(from https://www.top5arabcasinos.com/)
12:48:32	79983/79983	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:31%20GMT	https://www.top5arabcasinos.com/%d8%a7%d9%84%d8%a5%d9%8a%d8%af%d8%a7%d8%b9-%d9%88%d8%a7%d9%84%d8%b3%d8%ad%d8%a8/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%a7%d9%84%d8%a5%d9%8a%d8%af%d8%a7%d8%b9-%d9%88%d8%a7%d9%84%d8%b3%d8%ad%d8%a8/index.html	(from https://www.top5arabcasinos.com/)
12:48:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Sep%202020%2009:48:32%20GMT	https://www.top5arabcasinos.com/get-bonus/10bet-casino	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/get-bonus/10bet-casino	(from https://www.top5arabcasinos.com/)
12:48:34	59354/59354	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:33%20GMT	https://www.top5arabcasinos.com/ecopayz/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/ecopayz/index.html	(from https://www.top5arabcasinos.com/)
12:48:34	59630/59630	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:33%20GMT	https://www.top5arabcasinos.com/astropay/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/astropay/index.html	(from https://www.top5arabcasinos.com/)
12:48:34	68777/68777	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:33%20GMT	https://www.top5arabcasinos.com/%d9%85%d9%82%d8%a7%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%85%d9%82%d8%a7%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88/index.html	(from https://www.top5arabcasinos.com/)
12:48:35	49128/49128	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:34%20GMT	https://www.top5arabcasinos.com/%d9%85%d8%b9%d9%84%d9%88%d9%85%d8%a7%d8%aa-%d8%b9%d9%8e%d9%86%d8%a7/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%85%d8%b9%d9%84%d9%88%d9%85%d8%a7%d8%aa-%d8%b9%d9%8e%d9%86%d8%a7/index.html	(from https://www.top5arabcasinos.com/)
12:48:35	2649/2649	---M--	200	added ('OK')	image/png	etag:%227ca35df-a59-5a32ae0af3724%22	https://www.top5arabcasinos.com/wp-content/uploads/2020/03/10Bet-293x90.png	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/wp-content/uploads/2020/03/10Bet-293x90.png	(from https://www.top5arabcasinos.com/)
12:48:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Sep%202020%2009:48:36%20GMT	https://www.top5arabcasinos.com/get-bonus/10bet-casino	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/get-bonus/10bet-casino	(from https://www.top5arabcasinos.com/)
12:48:38	73387/73387	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:37%20GMT	https://www.top5arabcasinos.com/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d9%84%d8%a8%d9%86%d8%a7%d9%86/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d9%84%d8%a8%d9%86%d8%a7%d9%86/index.html	(from https://www.top5arabcasinos.com/)
12:48:38	71865/71865	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:37%20GMT	https://www.top5arabcasinos.com/%d8%a7%d9%84%d9%88%d8%b3%d8%a7%d8%a6%d9%84-%d8%a7%d9%84%d9%85%d8%a7%d9%84%d9%8a%d8%a9/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d8%a7%d9%84%d9%88%d8%b3%d8%a7%d8%a6%d9%84-%d8%a7%d9%84%d9%85%d8%a7%d9%84%d9%8a%d8%a9/index.html	(from https://www.top5arabcasinos.com/)
12:48:38	53066/53066	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:37%20GMT	https://www.top5arabcasinos.com/%d9%84%d8%b9%d8%a8%d8%a9-gta-%d8%a7%d8%b3%d8%aa%d8%ba%d9%84-%d8%ab%d8%ba%d8%b1%d8%a9-%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d9%88%d8%a7%d8%ad%d8%b5%d9%84-%d8%b9%d9%84%d9%89-%d8%a3%d9%85/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%84%d8%b9%d8%a8%d8%a9-gta-%d8%a7%d8%b3%d8%aa%d8%ba%d9%84-%d8%ab%d8%ba%d8%b1%d8%a9-%d8%a7%d9%84%d9%83%d8%a7%d8%b2%d9%8a%d9%86%d9%88-%d9%88%d8%a7%d8%ad%d8%b5%d9%84-%d8%b9%d9%84%d9%89-%d8%a3%d9%85/index.html	(from https://www.top5arabcasinos.com/)
12:48:39	60225/60225	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:37%20GMT	https://www.top5arabcasinos.com/%d9%85%d8%aa%d8%b5%d9%81%d8%ad-tor/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%85%d8%aa%d8%b5%d9%81%d8%ad-tor/index.html	(from https://www.top5arabcasinos.com/)
12:48:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Sep%202020%2009:48:38%20GMT	https://www.top5arabcasinos.com/get-bonus/bet-365	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/get-bonus/bet-365	(from https://www.top5arabcasinos.com/)
12:48:40	62522/62522	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:39%20GMT	https://www.top5arabcasinos.com/%d9%84%d8%a7%d8%b9%d8%a8%d9%88-%d8%a7%d9%84%d8%a8%d9%88%d9%83%d8%b1-%d8%b4%d8%b1%d9%82-%d8%a3%d9%88%d8%b3%d8%b7/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/%d9%84%d8%a7%d8%b9%d8%a8%d9%88-%d8%a7%d9%84%d8%a8%d9%88%d9%83%d8%b1-%d8%b4%d8%b1%d9%82-%d8%a3%d9%88%d8%b3%d8%b7/index.html	(from https://www.top5arabcasinos.com/)
12:48:40	67393/67393	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Sep%202020%2009:48:39%20GMT	https://www.top5arabcasinos.com/10bet/	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/10bet/index.html	(from https://www.top5arabcasinos.com/)
12:48:40	7987/7987	---M--	200	added ('OK')	image/png	etag:%227ca22fd-1f33-5a707d19b8e2f%22	https://www.top5arabcasinos.com/wp-content/uploads/2020/06/bet365-293x90.png	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/wp-content/uploads/2020/06/bet365-293x90.png	(from https://www.top5arabcasinos.com/)
12:48:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Sep%202020%2009:48:41%20GMT	https://www.top5arabcasinos.com/get-bonus/bet-365	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/get-bonus/bet-365	(from https://www.top5arabcasinos.com/)
12:48:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Sep%202020%2009:48:42%20GMT	https://www.top5arabcasinos.com/get-bonus/bwin-casino	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/get-bonus/bwin-casino	(from https://www.top5arabcasinos.com/)
12:48:43	7167/7167	---M--	200	added ('OK')	image/png	etag:%227c2249e-1bff-5960acae5cf4e%22	https://www.top5arabcasinos.com/wp-content/uploads/2019/10/bwin-293x90.png	/home/illuschwo/websites/top5arabcasinos.com/www.top5arabcasinos.com/wp-content/uploads/2019/10/bwin-293x90.png	(from https://www.top5arabcasinos.com/)
